ID,innings,BattingTeam,TotalRuns,AvgWickets,MaxOvers
501268,1,Royal Challengers Bangalore,175,0.032,19
501268,2,Chennai Super Kings,177,0.03225806451612903,19
501269,1,Kolkata Knight Riders,147,0.056451612903225805,19
501269,2,Mumbai Indians,148,0.05128205128205128,19
501270,1,Royal Challengers Bangalore,185,0.031007751937984496,19
501270,2,Mumbai Indians,142,0.06557377049180328,19
501271,1,Chennai Super Kings,205,0.040983606557377046,19
501271,2,Royal Challengers Bangalore,147,0.06557377049180328,19
548306,1,Chennai Super Kings,112,0.07936507936507936,19
548306,2,Mumbai Indians,115,0.028846153846153848,16
548307,1,Kolkata Knight Riders,97,0.12162162162162163,11
548307,2,Delhi Daredevils,100,0.029411764705882353,11
548308,1,Pune Warriors,129,0.07317073170731707,19
548308,2,Mumbai Indians,101,0.07258064516129033,19
548309,1,Rajasthan Royals,191,0.031496062992125984,19
548309,2,Kings XI Punjab,160,0.07377049180327869,19
548310,1,Royal Challengers Bangalore,157,0.06557377049180328,19
548310,2,Delhi Daredevils,137,0.05737704918032787,19
548311,1,Chennai Super Kings,193,0.047244094488188976,19
548311,2,Deccan Chargers,119,0.09433962264150944,17
548312,1,Rajasthan Royals,164,0.04065040650406504,19
548312,2,Kolkata Knight Riders,142,0.08,19
548313,1,Pune Warriors,166,0.04838709677419355,19
548313,2,Kings XI Punjab,144,0.06451612903225806,19
548314,1,Deccan Chargers,138,0.07317073170731707,19
548314,2,Mumbai Indians,142,0.041666666666666664,19
548315,1,Kolkata Knight Riders,165,0.06557377049180328,19
548315,2,Royal Challengers Bangalore,123,0.07086614173228346,19
548316,1,Chennai Super Kings,110,0.06451612903225806,19
548316,2,Delhi Daredevils,111,0.025,13
548317,1,Mumbai Indians,197,0.05,19
548317,2,Rajasthan Royals,170,0.08264462809917356,19
548318,1,Royal Challengers Bangalore,205,0.06153846153846154,19
548318,2,Chennai Super Kings,208,0.04032258064516129,19
548319,1,Pune Warriors,115,0.08403361344537816,18
548319,2,Kings XI Punjab,116,0.02830188679245283,17
548320,1,Rajasthan Royals,131,0.04,19
548320,2,Kolkata Knight Riders,137,0.04132231404958678,19
548321,1,Deccan Chargers,157,0.06349206349206349,19
548321,2,Delhi Daredevils,162,0.04201680672268908,19
548322,1,Chennai Super Kings,155,0.04032258064516129,19
548322,2,Pune Warriors,156,0.025210084033613446,19
548323,1,Kings XI Punjab,134,0.0743801652892562,19
548323,2,Kolkata Knight Riders,132,0.05737704918032787,19
548324,1,Rajasthan Royals,195,0.01652892561983471,19
548324,2,Royal Challengers Bangalore,136,0.08333333333333333,19
548325,1,Mumbai Indians,92,0.08333333333333333,19
548325,2,Delhi Daredevils,93,0.031578947368421054,14
548326,1,Deccan Chargers,196,0.016,19
548326,2,Rajasthan Royals,197,0.04032258064516129,19
548327,1,Pune Warriors,182,0.04878048780487805,19
548327,2,Royal Challengers Bangalore,186,0.03225806451612903,19
548328,1,Kings XI Punjab,124,0.05737704918032787,19
548328,2,Kolkata Knight Riders,127,0.02,16
548329,1,Deccan Chargers,187,0.03305785123966942,19
548329,2,Delhi Daredevils,193,0.009615384615384616,16
548330,1,Chennai Super Kings,164,0.04132231404958678,19
548330,2,Pune Warriors,151,0.056451612903225805,19
548331,1,Kings XI Punjab,163,0.04878048780487805,19
548331,2,Royal Challengers Bangalore,166,0.04,19
548332,1,Rajasthan Royals,146,0.032520325203252036,19
548332,2,Chennai Super Kings,147,0.024793388429752067,19
548333,1,Pune Warriors,192,0.023076923076923078,19
548333,2,Delhi Daredevils,172,0.05737704918032787,19
548334,1,Mumbai Indians,163,0.048,19
548334,2,Kings XI Punjab,164,0.03305785123966942,19
548335,1,Deccan Chargers,126,0.05785123966942149,19
548335,2,Kolkata Knight Riders,127,0.04132231404958678,19
548336,1,Royal Challengers Bangalore,189,0.024,19
548336,2,Rajasthan Royals,143,0.056451612903225805,19
548337,1,Pune Warriors,146,0.016666666666666666,19
548337,2,Delhi Daredevils,148,0.02040816326530612,15
548339,1,Kings XI Punjab,168,0.023809523809523808,19
548339,2,Mumbai Indians,171,0.04878048780487805,19
548341,1,Deccan Chargers,177,0.03278688524590164,19
548341,2,Pune Warriors,159,0.05555555555555555,19
548342,1,Delhi Daredevils,207,0.04,19
548342,2,Mumbai Indians,170,0.07258064516129033,19
548343,1,Kings XI Punjab,156,0.064,19
548343,2,Chennai Super Kings,149,0.06504065040650407,19
548344,1,Kolkata Knight Riders,190,0.03225806451612903,19
548344,2,Royal Challengers Bangalore,143,0.04878048780487805,19
548345,1,Delhi Daredevils,152,0.04878048780487805,19
548345,2,Rajasthan Royals,151,0.024193548387096774,19
548346,1,Deccan Chargers,100,0.08695652173913043,18
548346,2,Mumbai Indians,101,0.042735042735042736,18
548347,1,Chennai Super Kings,139,0.04065040650406504,19
548347,2,Kolkata Knight Riders,140,0.03937007874015748,19
548348,1,Deccan Chargers,186,0.03305785123966942,19
548348,2,Pune Warriors,173,0.04,19
548349,1,Rajasthan Royals,141,0.04878048780487805,19
548349,2,Delhi Daredevils,144,0.043010752688172046,15
548350,1,Royal Challengers Bangalore,158,0.04032258064516129,19
548350,2,Kings XI Punjab,163,0.05,19
548351,1,Mumbai Indians,120,0.07317073170731707,19
548351,2,Pune Warriors,119,0.047619047619047616,19
548352,1,Chennai Super Kings,160,0.04878048780487805,19
548352,2,Deccan Chargers,150,0.040983606557377046,19
548353,1,Kolkata Knight Riders,150,0.03875968992248062,19
548353,2,Pune Warriors,143,0.06349206349206349,19
548354,1,Rajasthan Royals,177,0.04838709677419355,19
548354,2,Kings XI Punjab,134,0.06299212598425197,19
548355,1,Chennai Super Kings,173,0.064,19
548355,2,Mumbai Indians,174,0.06504065040650407,19
548356,1,Deccan Chargers,181,0.016260162601626018,19
548356,2,Royal Challengers Bangalore,185,0.042735042735042736,18
548357,1,Delhi Daredevils,153,0.07317073170731707,19
548357,2,Kolkata Knight Riders,154,0.03361344537815126,18
548358,1,Pune Warriors,125,0.04878048780487805,19
548358,2,Rajasthan Royals,126,0.030612244897959183,16
548359,1,Kings XI Punjab,170,0.04065040650406504,19
548359,2,Deccan Chargers,145,0.06504065040650407,19
548360,1,Mumbai Indians,141,0.04918032786885246,19
548360,2,Royal Challengers Bangalore,142,0.009009009009009009,17
548361,1,Rajasthan Royals,126,0.047619047619047616,19
548361,2,Chennai Super Kings,127,0.05128205128205128,18
548362,1,Royal Challengers Bangalore,173,0.024,19
548362,2,Pune Warriors,138,0.0743801652892562,19
548363,1,Mumbai Indians,182,0.008130081300813009,19
548363,2,Kolkata Knight Riders,155,0.03278688524590164,19
548364,1,Delhi Daredevils,114,0.04,19
548364,2,Chennai Super Kings,115,0.010752688172043012,15
548365,1,Rajasthan Royals,170,0.03278688524590164,19
548365,2,Pune Warriors,125,0.07377049180327869,19
548366,1,Deccan Chargers,190,0.032520325203252036,19
548366,2,Kings XI Punjab,194,0.04918032786885246,19
548367,1,Royal Challengers Bangalore,171,0.04580152671755725,19
548367,2,Mumbai Indians,173,0.04,19
548368,1,Kolkata Knight Riders,158,0.049586776859504134,19
548368,2,Chennai Super Kings,160,0.04132231404958678,19
548369,1,Kings XI Punjab,136,0.06611570247933884,19
548369,2,Delhi Daredevils,140,0.043478260869565216,18
548370,1,Kolkata Knight Riders,140,0.0546875,19
548370,2,Mumbai Indians,108,0.08547008547008547,19
548371,1,Chennai Super Kings,120,0.05785123966942149,19
548371,2,Kings XI Punjab,123,0.039603960396039604,16
548372,1,Royal Challengers Bangalore,215,0.008064516129032258,19
548372,2,Delhi Daredevils,194,0.07258064516129033,19
548373,1,Rajasthan Royals,126,0.06451612903225806,19
548373,2,Deccan Chargers,128,0.04201680672268908,18
548374,1,Kings XI Punjab,141,0.06504065040650407,19
548374,2,Delhi Daredevils,145,0.035398230088495575,18
548375,1,Kolkata Knight Riders,136,0.03278688524590164,19
548375,2,Pune Warriors,102,0.06451612903225806,19
548376,1,Deccan Chargers,132,0.056451612903225805,19
548376,2,Royal Challengers Bangalore,123,0.07317073170731707,19
548377,1,Rajasthan Royals,162,0.045454545454545456,19
548377,2,Mumbai Indians,163,0.0,18
548378,1,Kolkata Knight Riders,162,0.03278688524590164,19
548378,2,Delhi Daredevils,144,0.06451612903225806,19
548379,1,Chennai Super Kings,187,0.04065040650406504,19
548379,2,Mumbai Indians,149,0.07142857142857142,19
548380,1,Chennai Super Kings,222,0.04065040650406504,19
548380,2,Delhi Daredevils,136,0.09433962264150944,16
548381,1,Chennai Super Kings,190,0.024193548387096774,19
548381,2,Kolkata Knight Riders,192,0.04032258064516129,19
597998,1,Delhi Daredevils,128,0.08064516129032258,19
597998,2,Kolkata Knight Riders,129,0.034782608695652174,18
597999,1,Royal Challengers Bangalore,156,0.04,19
597999,2,Mumbai Indians,154,0.040983606557377046,19
598000,1,Sunrisers Hyderabad,126,0.04918032786885246,19
598000,2,Pune Warriors,104,0.08695652173913043,18
598001,1,Rajasthan Royals,165,0.05737704918032787,19
598001,2,Delhi Daredevils,160,0.047619047619047616,19
598002,1,Mumbai Indians,148,0.047619047619047616,19
598002,2,Chennai Super Kings,139,0.07142857142857142,19
598003,1,Pune Warriors,99,0.0743801652892562,19
598003,2,Kings XI Punjab,100,0.025974025974025976,12
598004,1,Royal Challengers Bangalore,130,0.06504065040650407,19
598004,2,Sunrisers Hyderabad,130,0.056,19
598004,3,Sunrisers Hyderabad,20,0.0,0
598004,4,Royal Challengers Bangalore,15,0.0,0
598005,1,Rajasthan Royals,144,0.04918032786885246,19
598005,2,Kolkata Knight Riders,125,0.08333333333333333,18
598006,1,Mumbai Indians,209,0.04032258064516129,19
598006,2,Delhi Daredevils,165,0.07258064516129033,19
598007,1,Kings XI Punjab,138,0.08264462809917356,19
598007,2,Chennai Super Kings,139,0.0,17
598008,1,Kolkata Knight Riders,154,0.06504065040650407,19
598008,2,Royal Challengers Bangalore,158,0.017543859649122806,17
598009,1,Rajasthan Royals,145,0.04065040650406504,19
598009,2,Pune Warriors,148,0.02586206896551724,18
598010,1,Delhi Daredevils,114,0.064,19
598010,2,Sunrisers Hyderabad,115,0.059322033898305086,19
598011,1,Mumbai Indians,183,0.024390243902439025,19
598011,2,Pune Warriors,142,0.06451612903225806,19
598012,1,Royal Challengers Bangalore,165,0.047244094488188976,19
598012,2,Chennai Super Kings,166,0.047619047619047616,19
598013,1,Kolkata Knight Riders,180,0.03225806451612903,19
598013,2,Sunrisers Hyderabad,132,0.056910569105691054,19
598014,1,Kings XI Punjab,124,0.08620689655172414,18
598014,2,Rajasthan Royals,126,0.03361344537815126,19
598015,1,Pune Warriors,159,0.040983606557377046,19
598015,2,Chennai Super Kings,135,0.06557377049180328,19
598016,1,Kings XI Punjab,157,0.07317073170731707,19
598016,2,Kolkata Knight Riders,153,0.072,19
598017,1,Delhi Daredevils,152,0.04032258064516129,19
598017,2,Royal Challengers Bangalore,152,0.05737704918032787,19
598017,3,Royal Challengers Bangalore,15,0.0,0
598017,4,Delhi Daredevils,11,0.3333333333333333,0
598018,1,Sunrisers Hyderabad,119,0.064,19
598018,2,Pune Warriors,108,0.08771929824561403,18
598019,1,Rajasthan Royals,179,0.0234375,19
598019,2,Mumbai Indians,92,0.08849557522123894,18
598020,1,Chennai Super Kings,169,0.032,19
598020,2,Delhi Daredevils,83,0.09174311926605505,17
598021,1,Kings XI Punjab,123,0.07377049180327869,19
598021,2,Sunrisers Hyderabad,127,0.043859649122807015,18
598022,1,Kolkata Knight Riders,119,0.0743801652892562,19
598022,2,Chennai Super Kings,124,0.05172413793103448,19
598023,1,Rajasthan Royals,117,0.0847457627118644,19
598023,2,Royal Challengers Bangalore,123,0.02631578947368421,17
598024,1,Mumbai Indians,161,0.03278688524590164,19
598024,2,Delhi Daredevils,165,0.009433962264150943,16
598025,1,Pune Warriors,185,0.03225806451612903,19
598025,2,Kings XI Punjab,186,0.025,19
598026,1,Rajasthan Royals,185,0.031496062992125984,19
598026,2,Chennai Super Kings,186,0.04132231404958678,19
598027,1,Royal Challengers Bangalore,263,0.0390625,19
598027,2,Pune Warriors,133,0.07317073170731707,19
598028,1,Kings XI Punjab,171,0.032520325203252036,19
598028,2,Delhi Daredevils,164,0.05785123966942149,19
598029,1,Kolkata Knight Riders,159,0.04918032786885246,19
598029,2,Mumbai Indians,162,0.04201680672268908,19
598030,1,Sunrisers Hyderabad,159,0.04878048780487805,19
598030,2,Chennai Super Kings,160,0.04065040650406504,19
598031,1,Kings XI Punjab,149,0.05,19
598031,2,Kolkata Knight Riders,150,0.035398230088495575,18
598032,1,Sunrisers Hyderabad,144,0.06976744186046512,19
598032,2,Rajasthan Royals,146,0.018518518518518517,17
598033,1,Mumbai Indians,194,0.056910569105691054,19
598033,2,Royal Challengers Bangalore,136,0.056451612903225805,19
598034,1,Chennai Super Kings,200,0.02459016393442623,19
598034,2,Kolkata Knight Riders,186,0.031496062992125984,19
598035,1,Delhi Daredevils,164,0.0390625,19
598035,2,Pune Warriors,149,0.032520325203252036,19
598036,1,Royal Challengers Bangalore,171,0.048,19
598036,2,Rajasthan Royals,173,0.049586776859504134,19
598037,1,Mumbai Indians,174,0.024,19
598037,2,Kings XI Punjab,170,0.07936507936507936,19
598038,1,Chennai Super Kings,164,0.024793388429752067,19
598038,2,Pune Warriors,127,0.07258064516129033,19
598039,1,Mumbai Indians,129,0.032,19
598039,2,Sunrisers Hyderabad,130,0.02702702702702703,17
598040,1,Kolkata Knight Riders,136,0.056,19
598040,2,Delhi Daredevils,137,0.027777777777777776,17
598041,1,Chennai Super Kings,186,0.03278688524590164,19
598041,2,Kings XI Punjab,171,0.05,19
598042,1,Royal Challengers Bangalore,187,0.024390243902439025,19
598042,2,Pune Warriors,170,0.07258064516129033,19
598043,1,Rajasthan Royals,132,0.047619047619047616,19
598043,2,Kolkata Knight Riders,133,0.018518518518518517,17
598044,1,Delhi Daredevils,80,0.08547008547008547,19
598044,2,Sunrisers Hyderabad,81,0.046511627906976744,13
598045,1,Royal Challengers Bangalore,174,0.03968253968253968,19
598045,2,Kings XI Punjab,176,0.02654867256637168,18
598046,1,Mumbai Indians,139,0.04032258064516129,19
598046,2,Chennai Super Kings,79,0.10416666666666667,15
598047,1,Pune Warriors,178,0.031496062992125984,19
598047,2,Rajasthan Royals,182,0.040983606557377046,19
598048,1,Sunrisers Hyderabad,161,0.048,19
598048,2,Royal Challengers Bangalore,162,0.02727272727272727,17
598049,1,Delhi Daredevils,154,0.032,19
598049,2,Rajasthan Royals,155,0.008928571428571428,17
598050,1,Mumbai Indians,170,0.047619047619047616,19
598050,2,Kolkata Knight Riders,105,0.09090909090909091,18
598051,1,Chennai Super Kings,223,0.0234375,19
598051,2,Sunrisers Hyderabad,146,0.06451612903225806,19
598052,1,Kings XI Punjab,145,0.04878048780487805,19
598052,2,Rajasthan Royals,147,0.017094017094017096,18
598053,1,Kolkata Knight Riders,152,0.04838709677419355,19
598053,2,Pune Warriors,106,0.08333333333333333,19
598054,1,Royal Challengers Bangalore,183,0.03225806451612903,19
598054,2,Delhi Daredevils,179,0.056,19
598055,1,Pune Warriors,112,0.06611570247933884,19
598055,2,Mumbai Indians,116,0.04310344827586207,18
598056,1,Sunrisers Hyderabad,150,0.05785123966942149,19
598056,2,Kings XI Punjab,120,0.07377049180327869,19
598057,1,Royal Challengers Bangalore,115,0.0743801652892562,19
598057,2,Kolkata Knight Riders,116,0.041666666666666664,19
598058,1,Chennai Super Kings,141,0.032520325203252036,19
598058,2,Rajasthan Royals,144,0.04807692307692308,17
598059,1,Delhi Daredevils,120,0.056910569105691054,19
598059,2,Kings XI Punjab,121,0.04854368932038835,16
598060,1,Sunrisers Hyderabad,178,0.023809523809523808,19
598060,2,Mumbai Indians,184,0.03278688524590164,19
598061,1,Pune Warriors,170,0.03305785123966942,19
598061,2,Kolkata Knight Riders,163,0.056910569105691054,19
598062,1,Chennai Super Kings,168,0.03225806451612903,19
598062,2,Delhi Daredevils,135,0.07258064516129033,19
598063,1,Mumbai Indians,166,0.06451612903225806,19
598063,2,Rajasthan Royals,152,0.056451612903225805,19
598064,1,Royal Challengers Bangalore,190,0.024,19
598064,2,Kings XI Punjab,194,0.035398230088495575,17
598065,1,Sunrisers Hyderabad,136,0.07258064516129033,19
598065,2,Rajasthan Royals,113,0.0743801652892562,19
598066,1,Kings XI Punjab,183,0.06451612903225806,19
598066,2,Mumbai Indians,133,0.07627118644067797,19
598067,1,Pune Warriors,172,0.04065040650406504,19
598067,2,Delhi Daredevils,134,0.07086614173228346,19
598068,1,Royal Challengers Bangalore,106,0.04,7
598068,2,Chennai Super Kings,82,0.12,7
598069,1,Kolkata Knight Riders,130,0.056910569105691054,19
598069,2,Sunrisers Hyderabad,132,0.042735042735042736,18
598070,1,Chennai Super Kings,192,0.008333333333333333,19
598070,2,Mumbai Indians,144,0.08771929824561403,18
598071,1,Sunrisers Hyderabad,132,0.056451612903225805,19
598071,2,Rajasthan Royals,135,0.05084745762711865,19
598072,1,Rajasthan Royals,165,0.048,19
598072,2,Mumbai Indians,169,0.04878048780487805,19
598073,1,Mumbai Indians,148,0.07317073170731707,19
598073,2,Chennai Super Kings,125,0.07086614173228346,19
729279,1,Kolkata Knight Riders,163,0.04032258064516129,19
729279,2,Mumbai Indians,122,0.05785123966942149,19
729281,1,Delhi Daredevils,145,0.031746031746031744,19
729281,2,Royal Challengers Bangalore,146,0.019230769230769232,16
729283,1,Chennai Super Kings,205,0.03125,19
729283,2,Kings XI Punjab,206,0.03389830508474576,18
729285,1,Sunrisers Hyderabad,133,0.048,19
729285,2,Rajasthan Royals,135,0.05042016806722689,19
729287,1,Mumbai Indians,115,0.07258064516129033,19
729287,2,Royal Challengers Bangalore,116,0.02830188679245283,17
729289,1,Kolkata Knight Riders,166,0.03875968992248062,19
729289,2,Delhi Daredevils,167,0.05,19
729291,1,Rajasthan Royals,191,0.04065040650406504,19
729291,2,Kings XI Punjab,193,0.02586206896551724,18
729293,1,Chennai Super Kings,177,0.056910569105691054,19
729293,2,Delhi Daredevils,84,0.09375,15
729295,1,Kings XI Punjab,193,0.04838709677419355,19
729295,2,Sunrisers Hyderabad,121,0.08264462809917356,19
729297,1,Chennai Super Kings,140,0.047244094488188976,19
729297,2,Rajasthan Royals,133,0.08264462809917356,19
729299,1,Kolkata Knight Riders,150,0.056451612903225805,19
729299,2,Royal Challengers Bangalore,148,0.04065040650406504,19
729301,1,Sunrisers Hyderabad,184,0.00819672131147541,19
729301,2,Delhi Daredevils,180,0.032520325203252036,19
729303,1,Mumbai Indians,141,0.058333333333333334,19
729303,2,Chennai Super Kings,142,0.02564102564102564,18
729305,1,Royal Challengers Bangalore,70,0.10989010989010989,14
729305,2,Rajasthan Royals,71,0.05,12
729307,1,Kings XI Punjab,132,0.07377049180327869,19
729307,2,Kolkata Knight Riders,109,0.08695652173913043,18
729309,1,Mumbai Indians,125,0.056451612903225805,19
729309,2,Delhi Daredevils,126,0.03508771929824561,18
729311,1,Sunrisers Hyderabad,145,0.04065040650406504,19
729311,2,Chennai Super Kings,146,0.042735042735042736,19
729313,1,Royal Challengers Bangalore,124,0.06611570247933884,19
729313,2,Kings XI Punjab,127,0.04201680672268908,18
729315,1,Rajasthan Royals,152,0.04065040650406504,19
729315,2,Kolkata Knight Riders,152,0.06299212598425197,19
729315,3,Kolkata Knight Riders,11,0.3333333333333333,0
729315,4,Rajasthan Royals,11,0.0,0
729317,1,Sunrisers Hyderabad,172,0.04,19
729317,2,Mumbai Indians,157,0.05555555555555555,19
733971,1,Chennai Super Kings,148,0.02912621359223301,16
733971,2,Kolkata Knight Riders,114,0.08737864077669903,16
733973,1,Kings XI Punjab,168,0.04,19
733973,2,Mumbai Indians,170,0.0423728813559322,19
733975,1,Delhi Daredevils,152,0.04132231404958678,19
733975,2,Rajasthan Royals,156,0.02631578947368421,18
733977,1,Sunrisers Hyderabad,155,0.047244094488188976,19
733977,2,Royal Challengers Bangalore,158,0.04878048780487805,19
733979,1,Rajasthan Royals,170,0.04838709677419355,19
733979,2,Kolkata Knight Riders,160,0.048,19
733981,1,Delhi Daredevils,178,0.04032258064516129,19
733981,2,Chennai Super Kings,181,0.016666666666666666,19
733983,1,Mumbai Indians,187,0.0390625,19
733983,2,Royal Challengers Bangalore,168,0.06451612903225806,19
733985,1,Delhi Daredevils,160,0.040983606557377046,19
733985,2,Kolkata Knight Riders,161,0.018018018018018018,18
733987,1,Kings XI Punjab,231,0.032,19
733987,2,Chennai Super Kings,187,0.04878048780487805,19
733989,1,Sunrisers Hyderabad,134,0.07377049180327869,19
733989,2,Rajasthan Royals,102,0.08064516129032258,19
733991,1,Kings XI Punjab,198,0.061068702290076333,19
733991,2,Royal Challengers Bangalore,166,0.07258064516129033,19
733993,1,Delhi Daredevils,143,0.05785123966942149,19
733993,2,Sunrisers Hyderabad,44,0.06666666666666667,4
733995,1,Mumbai Indians,157,0.04838709677419355,19
733995,2,Chennai Super Kings,160,0.04918032786885246,19
733997,1,Kings XI Punjab,149,0.06557377049180328,19
733997,2,Kolkata Knight Riders,150,0.009009009009009009,17
733999,1,Royal Challengers Bangalore,190,0.04,19
733999,2,Rajasthan Royals,191,0.0423728813559322,18
734001,1,Sunrisers Hyderabad,157,0.024193548387096774,19
734001,2,Mumbai Indians,160,0.02608695652173913,18
734003,1,Rajasthan Royals,148,0.06504065040650407,19
734003,2,Chennai Super Kings,149,0.04065040650406504,19
734005,1,Royal Challengers Bangalore,186,0.032,19
734005,2,Delhi Daredevils,170,0.056451612903225805,19
734007,1,Sunrisers Hyderabad,205,0.03875968992248062,19
734007,2,Kings XI Punjab,211,0.035398230088495575,18
734009,1,Mumbai Indians,141,0.04,19
734009,2,Kolkata Knight Riders,142,0.034482758620689655,18
734011,1,Rajasthan Royals,201,0.048,19
734011,2,Delhi Daredevils,139,0.07142857142857142,19
734013,1,Chennai Super Kings,138,0.032520325203252036,19
734013,2,Royal Challengers Bangalore,142,0.040983606557377046,19
734015,1,Sunrisers Hyderabad,142,0.06349206349206349,19
734015,2,Kolkata Knight Riders,146,0.025423728813559324,19
734017,1,Mumbai Indians,178,0.024390243902439025,19
734017,2,Rajasthan Royals,153,0.06299212598425197,19
734019,1,Delhi Daredevils,164,0.056451612903225805,19
734019,2,Kings XI Punjab,165,0.046511627906976744,19
734021,1,Royal Challengers Bangalore,160,0.04878048780487805,19
734021,2,Sunrisers Hyderabad,161,0.024793388429752067,19
734023,1,Chennai Super Kings,154,0.032520325203252036,19
734023,2,Kolkata Knight Riders,156,0.01834862385321101,17
734025,1,Kings XI Punjab,156,0.06504065040650407,19
734025,2,Mumbai Indians,159,0.025,18
734027,1,Kolkata Knight Riders,195,0.032,19
734027,2,Royal Challengers Bangalore,165,0.040983606557377046,19
734029,1,Chennai Super Kings,185,0.024793388429752067,19
734029,2,Sunrisers Hyderabad,189,0.03305785123966942,19
734031,1,Mumbai Indians,173,0.08333333333333333,19
734031,2,Delhi Daredevils,158,0.032520325203252036,19
734033,1,Kings XI Punjab,179,0.03225806451612903,19
734033,2,Rajasthan Royals,163,0.06504065040650407,19
734035,1,Royal Challengers Bangalore,154,0.04838709677419355,19
734035,2,Chennai Super Kings,160,0.018691588785046728,17
734037,1,Sunrisers Hyderabad,160,0.056451612903225805,19
734037,2,Kolkata Knight Riders,161,0.06666666666666667,14
734039,1,Delhi Daredevils,115,0.09009009009009009,18
734039,2,Kings XI Punjab,119,0.033707865168539325,13
734041,1,Rajasthan Royals,189,0.032520325203252036,19
734041,2,Mumbai Indians,195,0.05434782608695652,14
734043,1,Kolkata Knight Riders,163,0.06504065040650407,19
734043,2,Kings XI Punjab,135,0.06557377049180328,19
734045,1,Mumbai Indians,173,0.06666666666666667,19
734045,2,Chennai Super Kings,176,0.025423728813559324,18
734047,1,Kings XI Punjab,226,0.046511627906976744,19
734047,2,Chennai Super Kings,202,0.0546875,19
734049,1,Kings XI Punjab,199,0.03278688524590164,19
734049,2,Kolkata Knight Riders,200,0.056910569105691054,19
829705,1,Mumbai Indians,168,0.02459016393442623,19
829705,2,Kolkata Knight Riders,170,0.02654867256637168,18
829707,1,Chennai Super Kings,150,0.056910569105691054,19
829707,2,Delhi Daredevils,149,0.072,19
829709,1,Rajasthan Royals,162,0.0546875,19
829709,2,Kings XI Punjab,136,0.06299212598425197,19
829711,1,Chennai Super Kings,209,0.03125,19
829711,2,Sunrisers Hyderabad,164,0.04838709677419355,19
829713,1,Kolkata Knight Riders,177,0.04878048780487805,19
829713,2,Royal Challengers Bangalore,179,0.06086956521739131,18
829715,1,Delhi Daredevils,184,0.023622047244094488,19
829715,2,Rajasthan Royals,186,0.056,19
829717,1,Kings XI Punjab,177,0.04065040650406504,19
829717,2,Mumbai Indians,159,0.056,19
829719,1,Royal Challengers Bangalore,166,0.07936507936507936,19
829719,2,Sunrisers Hyderabad,172,0.018018018018018018,17
829721,1,Mumbai Indians,164,0.049586776859504134,19
829721,2,Rajasthan Royals,165,0.025210084033613446,19
829723,1,Chennai Super Kings,165,0.07377049180327869,19
829723,2,Kolkata Knight Riders,169,0.024193548387096774,19
829725,1,Kings XI Punjab,165,0.05555555555555555,19
829725,2,Delhi Daredevils,169,0.03937007874015748,19
829727,1,Sunrisers Hyderabad,127,0.04,19
829727,2,Rajasthan Royals,131,0.03225806451612903,19
829729,1,Mumbai Indians,183,0.056451612903225805,19
829729,2,Chennai Super Kings,189,0.036036036036036036,16
829731,1,Delhi Daredevils,167,0.031746031746031744,19
829731,2,Sunrisers Hyderabad,163,0.06611570247933884,19
829733,1,Kings XI Punjab,155,0.07317073170731707,19
829733,2,Kolkata Knight Riders,159,0.05555555555555555,17
829735,1,Chennai Super Kings,156,0.032520325203252036,19
829735,2,Rajasthan Royals,157,0.018018018018018018,18
829737,1,Mumbai Indians,209,0.0546875,19
829737,2,Royal Challengers Bangalore,191,0.05223880597014925,19
829739,1,Delhi Daredevils,146,0.06349206349206349,19
829739,2,Kolkata Knight Riders,147,0.03571428571428571,18
829741,1,Rajasthan Royals,191,0.047619047619047616,19
829741,2,Kings XI Punjab,191,0.049586776859504134,19
829741,3,Kings XI Punjab,15,0.2857142857142857,0
829741,4,Rajasthan Royals,6,0.5,0
829743,1,Sunrisers Hyderabad,176,0.03278688524590164,19
829743,2,Kolkata Knight Riders,101,0.05405405405405406,11
829745,1,Chennai Super Kings,181,0.06504065040650407,19
829745,2,Royal Challengers Bangalore,154,0.06611570247933884,19
829747,1,Delhi Daredevils,190,0.031496062992125984,19
829747,2,Mumbai Indians,153,0.0703125,19
829749,1,Rajasthan Royals,130,0.07317073170731707,19
829749,2,Royal Challengers Bangalore,134,0.010309278350515464,16
829751,1,Mumbai Indians,157,0.06201550387596899,19
829751,2,Sunrisers Hyderabad,137,0.06504065040650407,19
829753,1,Chennai Super Kings,192,0.023809523809523808,19
829753,2,Kings XI Punjab,95,0.07377049180327869,19
829757,1,Delhi Daredevils,95,0.08620689655172414,18
829757,2,Royal Challengers Bangalore,99,0.0,10
829759,1,Sunrisers Hyderabad,150,0.05,19
829759,2,Kings XI Punjab,130,0.072,19
829761,1,Kolkata Knight Riders,171,0.056,19
829761,2,Delhi Daredevils,158,0.048,19
829763,1,Royal Challengers Bangalore,200,0.0546875,19
829765,1,Chennai Super Kings,134,0.047244094488188976,19
829765,2,Kolkata Knight Riders,132,0.07317073170731707,19
829767,1,Kings XI Punjab,118,0.06504065040650407,19
829767,2,Delhi Daredevils,119,0.011235955056179775,13
829769,1,Mumbai Indians,187,0.04,19
829769,2,Rajasthan Royals,179,0.0546875,19
829771,1,Kolkata Knight Riders,111,0.06153846153846154,9
829771,2,Royal Challengers Bangalore,115,0.04838709677419355,9
829773,1,Sunrisers Hyderabad,192,0.056451612903225805,19
